sentiment,subjectivity,title
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,NEW YORK
0.13636363636363635,0.45454545454545453,NEW YORK
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,NEW YORK
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,NEW YORK
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,NEW YORK
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.13636363636363635,0.45454545454545453,New York
0.6,1.0,NICE MEN
0.1,0.2,Old Cats
0.1,0.2,OLD CITY
0.1,0.2,Old Doc'
0.1,0.2,Old Flag
-0.16666666666666666,0.43333333333333335,P. Black
-0.2,0.3,P. Green
0.3333333333333333,0.5,Pregnant
-0.15555555555555559,0.2888888888888889,Sit Down
-0.2,0.4,The Dead
-1.0,1.0,The Evil
0.6,0.95,THE ROSE
0.6,0.95,The Rose
0.1,0.4,The Wild
-0.1,0.6,Unknown 
-0.2,0.4,1/2 Round
0.4,0.7,1st Light
0.4,0.7,4th Light
0.7,0.6000000000000001,A Good...
-0.6,0.9,Afraid So
-0.5,1.0,ANGRY SKY
0.1,0.4,Ann Young
0.2,0.4,Attendant
-0.6999999999999998,0.6666666666666666,Bad Dunny
-0.4,0.4,Ball Game
1.0,0.3,Best Boek
-0.08333333333333333,0.26666666666666666,Big Black
-0.16666666666666666,0.43333333333333335,Black Box
-0.16666666666666666,0.43333333333333335,Black Dot
-0.16666666666666666,0.43333333333333335,Black Eye
-0.16666666666666666,0.43333333333333335,Black Man
-0.16666666666666666,0.43333333333333335,Black Sea
-0.16666666666666666,0.43333333333333335,Black Sun
-0.16666666666666666,0.43333333333333335,Black Sun
-0.5,0.6666666666666666,Blind Boy
-0.5,0.6666666666666666,Blind Boy
-0.5,0.6666666666666666,Blind Men
0.5,0.6,CALF LOVE
-0.4,0.4,Card Game
-0.15,0.4,Dark Cave
-0.15,0.4,Dark Loop
-0.15,0.4,Dark Seal
-0.2,0.4,Dead Bird
-0.2,0.4,DEAD BIRD
-0.2,0.4,Dead Fowl
-0.15555555555555559,0.2888888888888889,Down Time
-0.06666666666666665,0.6,Dry Point
-0.375,0.5,Dumb Face
-0.1,0.5,Empty box
0.125,0.6666666666666666,FIRST KEY
-0.025,0.125,Flat Iron
0.8,0.9,Fly Field
0.4,0.8,Free Fall
0.4,0.8,Free Form
0.4,0.8,Free Ride
-0.4,0.4,Frog Game
0.35,0.55,FULL MOON
0.5,1.0,Grand Air
-0.2,0.3,Green Bar
-0.1,0.65,GREEN KEY
-0.2,0.3,Green Rug
-0.05,0.1,Grey Moon
0.6,0.9,Handy Man
0.8,1.0,Happy III
0.16,0.5399999999999999,High Note
0.16,0.5399999999999999,High Peak
0.25,0.8500000000000001,Hot Stuff
0.6,0.95,Hour Rose
0.21428571428571427,0.42857142857142855,LARGE BUS
0.3,0.1,Laugh - 6
-0.16666666666666666,0.06666666666666667,Less Lamp
-0.16666666666666666,0.06666666666666667,Less Lamp
-0.16666666666666666,0.06666666666666667,Less Lamp
-0.16666666666666666,0.06666666666666667,Less Lamp
-0.16666666666666666,0.06666666666666667,Less Lamp
-0.15555555555555559,0.2888888888888889,Lion Down
-0.625,1.0,MAD WOMAN
0.5,1.0,Magic Box
0.25,0.3333333333333333,May First
-0.2,0.3,May Green
-0.024999999999999994,0.4,Near Dark
0.13636363636363635,0.45454545454545453,NEW RECAS
0.13636363636363635,0.45454545454545453,New Shoes
0.13636363636363635,0.45454545454545453,New Songs
0.1,0.2,Old Chair
0.1,0.2,Old Dwarf
0.1,0.2,Old Woman
0.1,0.2,Old Woman
0.1,0.2,OLD WOMAN
0.1,0.2,Old Woman
0.1,0.2,Old Women
0.1,0.2,Old World
-0.1,0.3,Pink Sink
-0.1,0.3,Pink Snow
-0.23076923076923078,0.46153846153846156,Raw Notes
0.2857142857142857,0.5357142857142857,Right Cut
0.2857142857142857,0.5357142857142857,Right Eye
0.3571428571428571,0.5357142857142857,Right On!
-0.15555555555555559,0.2888888888888889,ROLL DOWN
-0.1,0.4,Rough Sea
0.5,0.5,Safe Door
0.5,0.5,Safe Post
0.5,0.6,SELF LOVE
-0.25,0.4,Small car
0.1,0.35,Soft Trap
0.1,0.35,Soft Vase
0.1,0.35,Soft Vase
0.1,0.35,Soft Vase
0.1,0.35,Soft Vase
0.4,0.4,Sound Box
0.5,0.9,Static #4
0.3,0.1,The Laugh
0.3,0.1,The Smile
0.3,0.1,The Smile
0.3,0.1,The Smile
0.4,0.4,The Sound
0.4,0.4,The Sound
0.1,0.4,WILD BILL
0.1,0.4,Wild Boar
0.1,0.4,Wild Life
0.5,1.0,Woods (8)
0.1,0.4,YOUNG ASS
0.1,0.4,Young Man
-0.5,0.5,(Shy girl)
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.1,0.1,1st Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,2nd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.05,0.05,3rd Action
0.5,1.0,4.4.83 (8)
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,4th Action
0.1,0.1,5th Action
0.1,0.1,5th Action
0.1,0.1,5th Action
0.1,0.1,5th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.1,0.1,6th Action
0.13636363636363635,0.45454545454545453,A New Life
0.13636363636363635,0.45454545454545453,A New Year
0.1,0.2,An Old Box
-0.6999999999999998,0.6666666666666666,Bad Movies
-0.19999999999999998,0.75,Being Cozy
-0.16666666666666666,0.43333333333333335,Black Book
-0.16666666666666666,0.43333333333333335,Black Dice
-0.16666666666666666,0.43333333333333335,Black Fire
-0.16666666666666666,0.43333333333333335,Black Floe
-0.16666666666666666,0.43333333333333335,Black Jack
-0.16666666666666666,0.43333333333333335,Black Sofa
-0.16666666666666666,0.43333333333333335,Black Swan
-0.5,0.6666666666666666,Blind Bird
-0.5,0.6666666666666666,Blind Spot
0.3333333333333333,0.6666666666666666,BOLD Chair
0.0625,0.3125,Broad Jump
-0.4,0.4,Broken Off
-0.8,1.0,Chair Base
-0.8,1.0,Chair Base
-0.8,1.0,Chair Base
0.5,1.0,Clap Magic
-0.09999999999999998,0.85,Cold Light
-0.6,1.0,Cold Woman
0.2,0.6,Convex Cup
-1.0,1.0,Cruel Hoax
-0.15,0.4,Dark Angel
-0.15,0.4,DARK TOTEM
-0.2,0.4,Dead Horse
-0.2,0.4,Dead Trees
-0.2,0.4,Dead Woman
-0.6,0.8,Dirty Joke
0.1,0.3,Early Morn
0.43333333333333335,0.8333333333333334,Easy Table
0.43333333333333335,0.8333333333333334,Easy Table
0.43333333333333335,0.8333333333333334,Easy Table
-0.1,0.5,Empty Boys
-0.1,0.5,Empty Room
0.4,0.7,Eola Light
-1.0,1.0,Evil Glory
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
-0.15,0.4,"EYES, DARK"
0.5,0.5,Fable Safe
-0.4000000000000001,0.6,False Hare
0.2,0.6,Fast Combs
0.25,0.3333333333333333,FIRST PAGE
-0.025,0.125,Flat Angel
0.3,0.5,Fresh Kill
0.35,0.55,Full House
0.7,0.6000000000000001,Good Dream
0.8,0.75,Great Race
0.8,0.75,Great Race
0.8,0.75,Great Race
0.8,0.75,Great Race
-0.1,0.2,Green Blue
-0.2,0.3,Green Eyes
-0.2,0.3,Green Line
-0.2,0.3,Green Nude
-0.16666666666666666,0.16666666666666666,Half a Hat
-0.16666666666666666,0.16666666666666666,Half Tones
0.8,1.0,Happy Days
0.8,1.0,Happy Song
-0.05,0.45,Heavy Epic
-0.4,0.7,Her Secret
0.16,0.5399999999999999,HIGH HEELS
0.16,0.5399999999999999,High Water
0.8,0.9,How to Fly
-0.8,0.9,I Hate You
-0.8,0.9,I Hate You
0.5,0.6,I Love You
0.5,0.6,I Love You
-0.6,0.9,I'm Afraid
-0.5,0.9,Jackass 3D
0.6,0.95,Kathy Rose
0.5,0.7,L'Innocent
0.21428571428571427,0.42857142857142855,Large Head
0.21428571428571427,0.42857142857142855,Large Head
0.21428571428571427,0.42857142857142855,Large Head
0.21428571428571427,0.42857142857142855,Large Head
-0.3,0.6,"LATE, LATE"
0.4,0.7,Leaf Light
0.4,0.7,Leaf Light
0.4,0.7,Leaf Light
-0.16666666666666666,0.06666666666666667,Less Table
0.4,0.7,Light Bulb
0.4,0.7,Light Bulb
0.4,0.7,Light Bulb
0.4,0.7,Light Bulb
0.4,0.7,Light Bulb
0.4,0.7,Light Bulb
-0.09999999999999998,0.7,Lonely Boy
-0.05,0.4,Long Beach
-0.05,0.4,Long Beach
0.17500000000000002,0.4,Long Sound
0.5,0.6,LOVE POEMS
-0.625,1.0,Mad Hatter
0.5,1.0,Magic Mike
-0.3125,0.6875,Mean Girls
0.2,0.3,Modern Art
0.2,0.3,MODERN MAN
-1.0,1.0,Nasty Nets
0.1,0.4,Near Death
0.13636363636363635,0.45454545454545453,New Jersey
0.13636363636363635,0.45454545454545453,NEW JERSEY
0.13636363636363635,0.45454545454545453,NEW JERSEY
0.13636363636363635,0.45454545454545453,New Jersey
0.13636363636363635,0.45454545454545453,New Jersey
0.13636363636363635,0.45454545454545453,New Jersey
0.13636363636363635,0.45454545454545453,New Jersey
0.13636363636363635,0.45454545454545453,New Jersey
0.13636363636363635,0.45454545454545453,New Mexico
0.13636363636363635,0.45454545454545453,NEW MEXICO
0.13636363636363635,0.45454545454545453,New Mexico
0.13636363636363635,0.45454545454545453,New Mexico
0.13636363636363635,0.45454545454545453,New Mexico
0.13636363636363635,0.45454545454545453,New York 6
0.13636363636363635,0.45454545454545453,New York I
0.6,1.0,NICE WOMEN
-0.4,0.4,Ocean Game
0.1,0.2,Old Sailor
-0.16666666666666666,0.43333333333333335,Phil Black
-0.25,0.23333333333333334,PIG PARADE
-0.1,0.3,PINK JELLY
0.375,0.75,Poetic Art
-0.08333333333333333,0.25,Polar Bear
-0.08333333333333333,0.25,Polar Bear
0.4,0.7,Pole Light
0.21428571428571427,0.5,Pure Ivory
-0.23076923076923078,0.46153846153846156,Raw Prints
0.2,0.30000000000000004,Real Birds
-0.5,0.5,ROD RANDOM
-0.4,0.7,Secret Box
-0.30000000000000004,0.39999999999999997,Slow Print
-0.30000000000000004,0.39999999999999997,Slow Punch
0.1,0.35,Soft Chair
0.1,0.35,Soft Plate
0.4,0.4,Sound Tape
0.15,0.6,Stark Love
-0.2,0.6,Stark Tree
0.4,0.8,Sugar Free
-0.5,1.0,Surf Bored
0.8,0.9,THE FLY #1
-0.4,0.8500000000000001,Thin Woman
0.04999999999999999,0.6,Top Secret
0.4,0.7,Wall Light
0.4,0.7,Wall Light
0.4,0.7,Wall Light
0.4,0.7,Wall Light
0.4,0.7,Wall Light
0.1,0.4,Wild Field
0.1,0.4,Wild Grape
0.1,0.4,Wild Reeds
0.1,0.4,Young Bird
0.1,0.4,Young Bull
0.1,0.4,Young Calf
0.1,0.4,YOUNG GIRL
0.1,0.4,Young Girl
0.1,0.4,Young Girl
0.1,0.4,Young Girl
0.1,0.4,YOUNG GIRL
0.1,0.4,YOUNG LAKE
-0.5,0.6666666666666666,(Blind man)
0.1,0.2,(Old house)
0.1,0.2,(Old Woman)
0.1,0.1,12th Action
-0.2,0.1,A Few Ideas
0.7,0.6000000000000001,A Good Joke
0.7,0.9,Annual Fair
0.43333333333333335,0.8333333333333334,Art Is Easy
-0.15,0.39999999999999997,Average Guy
-0.08333333333333333,0.21666666666666667,BLACK - RED
-0.16666666666666666,0.43333333333333335,Black Beast
-0.16666666666666666,0.43333333333333335,Black Curve
-0.16666666666666666,0.43333333333333335,Black Curve
-0.16666666666666666,0.43333333333333335,Black Heart
-0.16666666666666666,0.43333333333333335,Black Hills
-0.16666666666666666,0.43333333333333335,Black Hills
-0.16666666666666666,0.43333333333333335,BLACK PUNCH
-0.16666666666666666,0.43333333333333335,Black Roses
-0.16666666666666666,0.43333333333333335,Black Tears
-0.16666666666666666,0.43333333333333335,Black Thumb
-0.16666666666666666,0.43333333333333335,BLACK WATER
-0.16666666666666666,0.43333333333333335,Black Widow
0.7000000000000001,0.7999999999999999,Bright Eyes
-0.6,0.95,Chicken Pox
-0.13333333333333333,0.16666666666666666,Cow Pasture
-0.15,0.4,Dark Jungle
-0.15,0.4,Dark Shadow
-0.15,0.4,Dark Sun #3
-0.15,0.4,DARK VESSEL
-0.15,0.4,Dark Window
-0.125,0.2,Dead Monkey
-0.6,0.8,Dirty Water
-0.6,0.8,Dirty Water
-0.6,0.8,Dirty Water
-0.6,0.8,Dirty Water
-0.6,0.8,Dirty Water
-0.6,0.8,Dirty Water
-0.15555555555555559,0.2888888888888889,Down by Law
0.4,0.7,Dying Light
0.43333333333333335,0.8333333333333334,Easy Living
-0.125,0.75,Endless Box
-0.125,0.75,Endless Box
-0.125,0.75,Endless Box
0.325,0.5166666666666666,First Light
0.325,0.5166666666666666,First Light
0.25,0.3333333333333333,First Print
0.25,0.3333333333333333,First Print
0.25,0.3333333333333333,First Stone
0.25,0.3333333333333333,First Theme
0.5,0.6,Flying Love
0.4,0.8,Free Cur...
0.3,0.5,FRESH PAINT
0.3,0.5,Fresh Widow
0.3,0.5,Golden Bird
0.7,0.6000000000000001,Good Friday
0.5,1.0,Grand Court
0.5,1.0,Grand Hotel
-0.2,0.3,Green Angel
-0.2,0.3,Green Block
-0.2,0.3,Green Death
-0.2,0.3,Green Field
-0.2,0.3,Green Spots
-0.05,0.1,Grey Flower
-0.05,0.1,Grey Tablet
-0.1,0.07083333333333333,Guitar Drag
-0.2,0.5,HEAVY ROSES
0.16,0.5399999999999999,High Flight
0.16,0.5399999999999999,HIGH KICKER
0.16,0.5399999999999999,High School
0.16,0.5399999999999999,High Steaks
-0.1,0.05,Hollow City
0.4000000000000001,0.9,Huge Pupils
0.5,0.6,I Love Love
0.5,0.6,I LOVE YOU.
0.8,0.2,Joy in Life
0.21428571428571427,0.42857142857142855,Large Cloud
0.4,0.7,LIGHT DOMES
0.4,0.7,Light Years
-0.1875,0.5,Little Cats
-0.1875,0.5,LITTLE FISH
-0.1875,0.5,Little Hand
-0.1875,0.5,Little Hide
-0.1875,0.5,Little Mask
-0.05,0.4,Long Island
-0.05,0.4,Long Island
-0.05,0.4,Long Letter
-0.05,0.4,Long Scroll
0.5,0.6,Love Letter
0.5,0.6,Love Making
0.5,0.6,Love Teller
0.3333333333333333,0.8333333333333334,Lucky Three
0.5,1.0,Magic Chair
0.5,1.0,Magic Table
0.16666666666666666,0.3333333333333333,Main Street
0.4,0.7,March Light
0.2,0.3,MODERN ART.
0.35,0.44999999999999996,Modern Love
0.5,0.6,MOTHER LOVE
0.1,0.4,Near Carmel
0.1,0.4,Near Carmel
0.13636363636363635,0.45454545454545453,New England
0.13636363636363635,0.45454545454545453,New England
0.13636363636363635,0.45454545454545453,New Fangled
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New Orleans
0.13636363636363635,0.45454545454545453,New York II
0.325,0.625,Normal Love
-0.2,0.8,NUTS'N'SHIT
0.1,0.2,Old Sequoia
-0.125,0.375,Other World
-0.25,0.25,Past Co-ops
-0.16666666666666666,0.43333333333333335,Penny Black
0.6,0.95,"Rose, proof"
0.3,0.475,Rose's Back
-0.2,0.4,Round table
-0.625,1.0,Running Mad
-0.4,0.7,Secret Year
-0.4,0.4,SHADOW GAME
-0.25,0.4,Small Skull
0.03333333333333333,0.06666666666666667,Social Lion
0.4,0.4,Sound Chess
0.4,0.4,Sound chess
0.7,0.9,Street Fair
0.7,0.9,Street Fair
0.4333333333333333,0.7333333333333333,STRONG GIRL
0.3333333333333333,0.6666666666666666,Super Clamp
0.6,0.95,Tblisi Rose
0.2,0.6,The Captive
0.5,0.5,The Fitting
0.05000000000000002,0.5,The General
0.05000000000000002,0.5,THE GENERAL
0.05000000000000002,0.5,THE GENERAL
0.05000000000000002,0.5,THE GENERAL
0.13636363636363635,0.45454545454545453,The New Day
0.13636363636363635,0.45454545454545453,The New Tie
-0.1,0.6,The Unknown
